global_step,episode_num,episode_reward,episode_length,success_rate,avg_reward_100,policy_loss,value_loss,entropy,learning_rate,fps,eta_seconds,ee_x,ee_y,ee_z,cube_x,cube_y,cube_z,ee_to_cube_dist,cube_to_goal_dist,is_grasped,timestamp
75120,279,30.358703,25,0.29,-173.41889433999998,-0.003073543831851566,37.29740200042725,5.57081376761198,0.0003,1903.3016055907303,1011.3373489235156,0.05379852117937346,-0.17291012107154846,0.7997388125600234,0.1599949470845938,0.004298136109818511,0.8028780417270909,0.20661631602577718,0.2642981361581199,False,2026-08-07T16:39:37.341870+00:00
80128,295,-450.647063,600,0.29,-193.38676832999997,-0.003073543831851566,37.29740200042725,5.57081376761198,0.0003,4440.072848643833,432.39650912178206,-0.059452576527439904,-0.17403966973580676,0.77324865508192,0.15999494517389468,0.0042981345508608625,0.8028780417270909,0.2843228583347046,0.2642981345991989,False,2026-08-07T16:39:38.469759+00:00
85136,320,-9.697765,13,0.29,-208.79429352000002,-0.0025841447975835765,38.35677718818188,5.565299262106419,0.0003,1896.6887058615102,1009.5826447863168,0.08067231414335335,-0.20682422201715284,0.7943269626666192,0.1598712652185744,0.026155586917705406,0.8028841714812961,0.24622203606792853,0.28615561587510463,False,2026-08-07T16:39:41.110151+00:00
90144,340,-431.267045,600,0.3,-204.79196701,-0.00276760602282593,54.025794458389285,5.557649149000644,0.0003,1909.8291463171252,1000.0140607775971,-0.028425158423988933,-0.19986141170453764,0.7797161984262735,0.15987126282123865,0.026155586298553548,0.8028841714812961,0.2950863951719357,0.28615561525703126,False,2026-08-07T16:39:43.732354+00:00
95152,356,-498.742922,600,0.31,-198.50178401000002,-0.00276760602282593,54.025794458389285,5.557649149000644,0.0003,5076.395661165264,375.236314728618,0.15838198627394404,-0.1725015442983603,0.8009160280124784,0.27574128776947504,-0.10336179669692655,0.7928787416148274,0.13644818913619475,0.1947602947947846,False,2026-08-07T16:39:44.718907+00:00
100160,379,-20.727864,13,0.3,-186.01482852,-0.003252967655134853,26.092414358258246,5.535766032338143,0.0003,2000.4571780349152,949.7029083453048,0.1801129545424529,-0.16285249270786045,0.7996204643054544,0.2757412861181661,-0.10336179855135726,0.7928787416148274,0.11282451558067719,0.19476029232200484,False,2026-08-07T16:39:47.222325+00:00
105168,396,-10.032065,13,0.29,-176.59933143999996,-0.003252967655134853,26.092414358258246,5.535766032338143,0.0003,5237.637656000259,361.7722577332689,0.15966667642140514,-0.1632025640811438,0.8000050448332947,0.055523127611903096,-0.25598912686275277,0.7928788856720228,0.13966390777811702,0.10455383286767529,False,2026-08-07T16:39:48.178501+00:00
110176,423,21.872722,24,0.25,-184.59332009,-0.003153390952502377,34.475797379016875,5.527222141623497,0.0003,1916.6962708276303,985.9799013351098,0.18040988784250156,-0.16284580869531512,0.799648562077626,0.05552312568814184,-0.25598912529631007,0.7928788856720228,0.1559429681244697,0.10455383485011206,False,2026-08-07T16:39:50.791315+00:00
115184,446,11.235874,28,0.31,-159.55043049000002,-0.003877360613842029,53.50778119564056,5.521728512644768,0.0003,1875.5895569186507,1004.9192228903786,-0.04905973346505782,-0.17232136518342683,0.8027748437896957,0.18405989608042542,0.11601413620181594,0.8028808696256955,0.3707858334402497,0.37678310633970663,False,2026-08-07T16:39:53.461397+00:00
120192,464,-476.458719,600,0.31,-155.26764081,-0.003877360613842029,53.50778119564056,5.521728512644768,0.0003,4327.947528277849,434.3416799112631,-0.023398259143909056,-0.2159719276134802,0.7645892113776953,0.1840598936162282,0.11601413622604559,0.8028808696256955,0.3933444836548389,0.3767831062065328,False,2026-08-07T16:39:54.618556+00:00
125200,482,-10.825592,16,0.29,-166.93113454000002,-0.003514517312578391,38.442925369739534,5.495775398612023,0.0003,1891.3888698845226,991.2292653569779,0.1480192267146489,-0.19235829625456524,0.79974192365668,0.1466187206456631,0.08339475850218309,0.8028928736405934,0.2757746128829277,0.3436553779645118,False,2026-08-07T16:39:57.266319+00:00
130208,504,-639.87203,600,0.3,-164.31324912,-0.003514517312578391,38.442925369739534,5.495775398612023,0.0003,4353.458190472499,429.49579809725094,0.1804107699241,-0.1628458070745311,0.7996485562884763,0.1466187196140818,0.08339476075376297,0.8028928736405934,0.24856959891273256,0.3436553802545519,False,2026-08-07T16:39:58.416717+00:00
135216,529,23.258108,27,0.27,-171.75626128,-0.002764657877560239,41.15347248017788,5.481953595578671,0.0003,1989.2508323240324,937.430297727402,0.24378393788501912,-0.1675632355149148,0.7987846056681698,0.05087281033253712,-0.09056896038959088,0.7928787740051224,0.20779244544322661,0.20153317520493355,False,2026-08-07T16:40:00.934214+00:00
140224,554,-22.685024,18,0.26,-175.68676653999995,-0.003736782044870779,57.00581136345863,5.477326613664627,0.0003,2062.7968354127684,901.5798202094179,0.2624223656206405,-0.20067960428785256,0.798272707188071,0.05087281153129577,-0.09056895822740108,0.7928787740051224,0.23855117422983418,0.20153317637359924,False,2026-08-07T16:40:03.361973+00:00
145232,575,21.466515,23,0.3,-149.28402236999997,-0.003736782044870779,57.00581136345863,5.477326613664627,0.0003,5189.048030330317,357.4389732295332,0.14333485185837147,-0.19503124618588755,0.8006505075534314,0.29478464657092596,-0.062467899470452906,0.7928788334544529,0.20142115114647757,0.23913559268930362,False,2026-08-07T16:40:04.327120+00:00
150240,595,-9.283734,14,0.3,-148.82094319,-0.005100961471907794,37.44765053987503,5.476229180395603,0.0003,2003.1205304965317,923.4391899230762,0.16515608201361176,-0.16556163637881363,0.799426158683082,0.2947846489250305,-0.06246789868044291,0.7928788334544529,0.16575509518496878,0.2391355946687224,False,2026-08-07T16:40:06.827223+00:00
155248,615,-19.163052,11,0.28,-153.45042008000001,-0.005100961471907794,37.44765053987503,5.476229180395603,0.0003,4410.7690065043125,418.23817961893906,0.1218832093941263,-0.17349913031421105,0.8388463228703451,0.14941671022157116,0.038085833632683856,0.8029040965787526,0.21637498530795968,0.2982736499173641,False,2026-08-07T16:40:07.962607+00:00
160256,634,18.032125,30,0.32,-154.66487273,-0.006024377049470786,30.31077778339386,5.465546330809593,0.0003,1961.5407179577785,937.9076269777439,0.15741626028136932,-0.16324924594096463,0.8001984135121837,0.14941670775431412,0.03808583377938879,0.8029040965787526,0.20151210357566837,0.2982736501515194,False,2026-08-07T16:40:10.515724+00:00
165264,655,-187.445256,419,0.34,-163.24093122000002,-0.002861586397921201,48.32571549415589,5.446783059835434,0.0003,1868.347681326925,982.0099429764306,0.17812707333300767,-0.16286775854214572,0.7994725101806336,0.267972387961259,-0.0370518803403487,0.7928949848548232,0.15474197752307087,0.24771738054046757,False,2026-08-07T16:40:13.196135+00:00
170272,674,-365.741172,600,0.35,-167.78097089000002,-0.002861586397921201,48.32571549415589,5.446783059835434,0.0003,4350.03940639206,420.62331603510313,0.17319487640630873,-0.17003690448583236,0.7995984220967304,0.26797239000756445,-0.0370518789429822,0.7928949848548232,0.16344029544125557,0.24771738269003302,False,2026-08-07T16:40:14.347415+00:00
175280,688,-9.724451,17,0.35,-157.29361149,-0.004030937813513447,47.705138981342316,5.438971249759197,0.0003,2017.4643729348197,904.4620685645947,0.2437383032730695,-0.14354541411325228,0.7959841892557638,0.2995483126712252,-0.24162693583831163,0.7928779023921453,0.1128910584191884,0.1407526236205761,False,2026-08-07T16:40:16.829726+00:00
180288,716,-216.329776,600,0.38,-163.90967192999997,-0.0029602722599520346,40.7923264503479,5.43359135389328,0.0003,1984.7742635077325,916.8357497663162,0.2608176090533306,-0.19774952377574798,0.7982132474198024,0.2995483151234131,-0.24162693600468654,0.7928779023921455,0.05876870598506893,0.14075262603006486,False,2026-08-07T16:40:19.352931+00:00
185296,722,-389.334635,600,0.37,-170.56483434999998,-0.0029602722599520346,40.7923264503479,5.43359135389328,0.0003,5439.058915894917,333.64301215726346,0.14061002569223094,-0.16754881820734702,0.8026151039668199,0.2842187671230111,-0.09453919601452265,0.7928951859869613,0.16139501960595565,0.20689992692381845,False,2026-08-07T16:40:20.273679+00:00
190304,749,-0.498211,18,0.35,-166.66922137,-0.0019387238084163983,15.343438214063644,5.376389139890671,0.0003,1971.7055790762838,917.8327734142828,0.14307687116465365,-0.18818628803771956,0.8012652035353168,0.2842187661227041,-0.09453919828251851,0.7928951859869613,0.16959029785258295,0.2068999245095048,False,2026-08-07T16:40:22.813614+00:00
195312,770,-274.006517,600,0.33,-154.56131891,-0.0019387238084163983,15.343438214063644,5.376389139890671,0.0003,4401.611277808058,410.00621956301194,0.11218184413570695,-0.13676402970174723,0.8543428186624166,0.1557693384717514,0.08925892494813877,0.8028821446549589,0.2358695543313315,0.34928454754382743,False,2026-08-07T16:40:23.951383+00:00
200320,794,18.911184,30,0.38,-144.84223874,-0.0038260496250586582,38.35363077819348,5.337269684672355,0.0003,341.1189945020193,5275.812924540462,0.20177505060025488,-0.16280262968572518,0.8344829201185874,0.15576933639939217,0.08925892358028671,0.8028821446549589,0.25816692542598996,0.3492845462011769,False,2026-08-07T16:40:38.632472+00:00
205328,817,-305.910597,600,0.41,-140.50153405,-0.0032850685427547434,47.3246457695961,5.316269938647747,0.0003,1934.307310200739,927.8112069037014,0.14911487699170373,-0.16338370765099622,0.8008861537535641,0.15648883335261263,0.017658448806173486,0.802895996996359,0.1812034136459231,0.2776806483798902,False,2026-08-07T16:40:41.221511+00:00
210336,841,-383.429357,600,0.44,-118.34578201000001,-0.0032850685427547434,47.3246457695961,5.316269938647747,0.0003,5154.7940597742945,347.18438394381974,0.15489835463878415,-0.16312893441726942,0.8008337381467158,0.15648883100123437,0.017658448010679877,0.802895996996359,0.18080613975131493,0.2776806476141925,False,2026-08-07T16:40:42.193037+00:00
215344,860,-11.65166,21,0.44,-122.91030563999999,-0.0028807583468733354,39.54340695738792,5.310450074076653,0.0003,2078.5204382995794,858.6184514307747,0.24559874443963528,-0.14362755610305883,0.7957662127053744,0.2810271109612784,-0.016195573406291068,0.7928808858105626,0.13229665332014687,0.27219140327042074,False,2026-08-07T16:40:44.602454+00:00
220352,877,14.170432,39,0.41,-134.39812379,-0.0028807583468733354,39.54340695738792,5.310450074076653,0.0003,5281.838569178764,336.9372192449844,0.24527452667479527,-0.1254007907620725,0.7957495823047085,0.28561779099130186,0.004287453225731757,0.7928808858105626,0.13584862540315704,0.29262208964136277,False,2026-08-07T16:40:45.550592+00:00
225360,908,30.515766,32,0.36,-127.90037027999998,-0.0026159012486459687,28.23031761944294,5.30945411324501,0.0003,2018.9703174448318,878.9827094862636,0.25620433090195405,0.0144738749200886,0.8025660186558167,0.17930664805259286,-0.0175296039978946,0.8028971470983226,0.08329217212019488,0.24323782517619355,False,2026-08-07T16:40:48.031076+00:00
230368,931,-327.436126,600,0.38,-123.62814086000002,-0.003032256387814414,36.22176360487938,5.304200403392315,0.0003,1902.0455390013938,930.3836126495094,0.1734790661574906,-0.14353421016464082,0.8392453364792194,0.17727814729292893,-0.1459746877698605,0.8492893949762204,0.011012359397803881,0.11532695349768392,True,2026-08-07T16:40:50.664022+00:00
235376,950,-421.695318,600,0.37,-128.55465965,-0.003032256387814414,36.22176360487938,5.304200403392315,0.0003,4421.493546389417,399.10134018876687,0.14601406139804746,-0.16355365920937337,0.8010886240515868,0.14735750020588198,-0.0553382559705057,0.8028809611144251,0.10823858276108363,0.20505185263790845,False,2026-08-07T16:40:51.796684+00:00
240384,972,-362.411374,600,0.32,-136.23331643,-0.003434034500969574,24.086671590805054,5.304504826664925,0.0003,1919.4394280794397,916.7343205826731,0.1476689211116008,-0.2904202609539507,0.8041678861205479,0.10969716370359024,-0.3727603383134635,0.8379849278405171,0.09677466099611769,0.12347173456313855,False,2026-08-07T16:40:54.405775+00:00
245392,994,-396.528883,600,0.3,-126.63086839000002,-0.003434034500969574,24.086671590805054,5.304504826664925,0.0003,4488.457500088679,390.91558736277085,0.14026191882411515,-0.07814492814563959,0.8026891359832627,0.17363243101701978,0.12043562904666266,0.8029078472396634,0.20136503324419486,0.38067980117621647,False,2026-08-07T16:40:55.521522+00:00
250400,1009,12.654135,27,0.3,-146.32787563999997,-0.0024871609741239807,33.85206917524338,5.295668953657151,0.0003,1997.9658422768264,875.6906464457893,0.024050867560047373,-0.12949713703768814,0.8569704539854945,0.1736324314505287,0.12043563148672934,0.8029078472396634,0.2962495544070178,0.38067980363024234,False,2026-08-07T16:40:58.028072+00:00
255408,1033,-1.523661,42,0.27,-153.5363486,-0.00450852879876038,24.083592307567596,5.263958740234375,0.0003,1978.1115907134465,881.9482218244204,0.179463084811316,-0.17447217064486273,0.7998719094986328,0.11918785650893615,-0.14617944519399587,0.8379278692363341,0.07669313875373522,0.12091629233764066,False,2026-08-07T16:41:00.559775+00:00
260416,1053,-12.123281,19,0.32,-140.84560454,-0.00450852879876038,24.083592307567596,5.263958740234375,0.0003,5160.954484989919,337.0663324118422,0.16400263445012456,-0.1631200719327163,0.7996254938105749,0.11746799936977062,-0.14597821294023425,0.8379249304076583,0.06265909698865642,0.12169609279640986,False,2026-08-07T16:41:01.530152+00:00
265424,1078,-349.512042,600,0.36,-130.06432096,-0.003547557927959133,30.297955760359763,5.239379473030567,0.0003,2006.8461282338126,864.3293452331433,0.14353006426328702,0.006067481037854424,0.8000994862498837,0.17329579122607006,0.10721817821058391,0.8028793457700871,0.1054760146151922,0.36745879833340145,False,2026-08-07T16:41:04.025635+00:00
270432,1097,-368.781825,600,0.37,-128.07385544000002,-0.0019343319727340713,29.09463407099247,5.202847272157669,0.0003,1997.995489425833,865.6516038967778,0.17459491354948686,0.09161619561886085,0.8068493419404871,0.14415655835685595,0.12696151026597027,0.8028793457700878,0.046813946681826715,0.3872857150353216,False,2026-08-07T16:41:06.532115+00:00
275440,1130,-10.168477,14,0.35,-106.35401911999999,-0.0019343319727340713,29.09463407099247,5.202847272157669,0.0003,4347.635412580963,396.66619583821523,0.159580032683816,-0.16320135700845706,0.8000230339043184,0.28370359611692353,-0.06486230630713843,0.7929022465851561,0.15851792802145104,0.2310439334672694,False,2026-08-07T16:41:07.684009+00:00
280448,1150,20.033857,28,0.31,-102.47598088000001,-0.002283049386460334,29.582049563527107,5.167602175474167,0.0003,1880.455589848172,914.4337198300103,0.14562280374834297,-0.16345976881510602,0.801169456534629,0.28370359683684765,-0.0648623086843923,0.7929022465851561,0.16987086661498724,0.2310439318449172,False,2026-08-07T16:41:10.347193+00:00
285456,1172,-274.884198,600,0.3,-102.9824489,-0.002283049386460334,29.582049563527107,5.167602175474167,0.0003,4405.314888611258,389.1989661017165,0.0896478233678517,-0.09561451263807277,0.8993351690530579,0.17567685777089956,0.04159831587746207,0.8028928336292174,0.18849265007304378,0.30200547678757483,False,2026-08-07T16:41:11.484011+00:00
290464,1190,-438.685262,600,0.3,-105.64529788,-0.002576789572776761,25.456080317497253,5.160787685215473,0.0003,1918.4289663207082,891.1124831891289,0.1550195797417138,-0.033801587784576,0.7994722163615541,0.17567685540182434,0.04159831517107016,0.8028928336292174,0.07825323652035417,0.30200547595915855,False,2026-08-07T16:41:14.094475+00:00
295472,1232,-308.083033,600,0.38,-88.48483375000002,-0.0027225452351558486,39.28895717859268,5.152860954403877,0.0003,1878.8853952846002,907.2016868499902,0.17403892062622617,-0.3550767155660389,0.8138109018267473,0.2507167890116928,-0.2255339990504154,0.7928959640837313,0.15198106962112215,0.09704350070998446,False,2026-08-07T16:41:16.759885+00:00
300480,1249,19.077085,64,0.44,-82.95110894,-0.0027225452351558486,39.28895717859268,5.152860954403877,0.0003,5272.048386716242,322.3642643876731,0.17403892062623683,-0.3550767155660397,0.8138109018267625,0.2507167870509932,-0.22553400057514092,0.7928959640837313,0.1519810673322861,0.09704349833558988,False,2026-08-07T16:41:17.709807+00:00
305488,1276,-0.085863,55,0.44,-85.46001374000001,-0.0020146871538599953,26.01594773232937,5.129134079813957,0.0003,2040.529149640055,830.4277350308415,0.18218198149678808,-0.07835216471697608,0.7994341515988342,0.06468280650475466,-0.13857775849580442,0.7928804373295821,0.13219731253147296,0.1543655664573976,False,2026-08-07T16:41:20.164061+00:00
310496,1296,34.693554,25,0.4,-84.76894129,-0.0020146871538599953,26.01594773232937,5.129134079813957,0.0003,5268.5362355118905,320.67806397764065,0.18218198199398478,-0.07835216822078864,0.7994341510936976,0.06468280882502414,-0.13857775938639455,0.7928804373295821,0.1321973096955383,0.15436556432415618,False,2026-08-07T16:41:21.114617+00:00
315504,1325,-20.503165,13,0.4,-94.29719137000001,-0.0021300058804627044,25.124919399619102,5.111084865033627,0.0003,1985.06311986932,848.5856107743784,0.14557541463908952,-0.3004742322112498,0.8052953053974201,0.11377385005843811,-0.35105354379501236,0.8378769303271827,0.0680526895363321,0.10211564412982957,False,2026-08-07T16:41:23.637455+00:00
320512,1377,10.293734,35,0.4,-71.50777253999999,-0.001981643584440462,45.77371284365654,5.098525004088879,0.0003,1849.9769101153086,907.8426821528913,0.17359263653257612,-0.3117952911541003,0.8075539039817,0.11314270079328459,-0.35105153342037254,0.8378688370651591,0.07819362157879207,0.10240111438431161,False,2026-08-07T16:41:26.344512+00:00
325520,1402,28.436716,39,0.43,-52.92283942999998,-0.001981643584440462,45.77371284365654,5.098525004088879,0.0003,4526.2523715603675,369.9484391372425,0.14576800053212208,0.02087922549636701,0.801012835371407,0.183984289192875,0.11953670909321067,0.8028946318579416,0.10581741324886089,0.38029378075034553,False,2026-08-07T16:41:27.450948+00:00
330528,1431,-6.843742,31,0.39,-58.90292286,-0.0029971309675602244,28.257224208116533,5.109619133174419,0.0003,1901.1426032012214,878.141385706088,0.17403009450963544,0.0681884939757127,0.8054122746678684,0.18319563680688286,0.11996618425321642,0.8028946318579429,0.05264289981938785,0.3806735330211782,False,2026-08-07T16:41:30.085161+00:00
335536,1445,-363.073024,600,0.39,-62.709480439999986,-0.0029971309675602244,28.257224208116533,5.109619133174419,0.0003,4478.124833603235,371.6877179282923,0.18212652718590933,-0.0782575202689173,0.8118286875793178,0.1852422838790091,-0.07426203520894671,0.796223912394451,0.016406731825847554,0.18744536393347008,False,2026-08-07T16:41:31.203495+00:00
340544,1473,-11.383621,20,0.35,-95.73651613,-0.0022247538669034838,15.896837963163852,5.105042225122451,0.0003,1966.0515377922345,844.0551878225308,0.18215421551969654,-0.07827406018968605,0.8100958316567662,0.18385694766224303,-0.0784496214473576,0.7969546006886375,0.013252247728674586,0.1831111517749991,True,2026-08-07T16:41:33.750733+00:00
345552,1496,29.648591,38,0.42,-106.55209843000003,-0.0010248817823594436,37.13210954070091,5.090920178592205,0.0003,2045.058344757742,808.9979458243703,0.14584562298278983,-0.25897045110390016,0.8019775650408372,0.14406728816164388,-0.2570350644566407,0.8154798990537774,0.013755770425806488,0.016206237974939423,False,2026-08-07T16:41:36.199551+00:00
350560,1514,4.653291,49,0.39,-114.96340043999999,-0.0010248817823594436,37.13210954070091,5.090920178592205,0.0003,5398.021931233479,305.5637826249241,0.1804107708098983,-0.16284580706306975,0.7996485564334758,0.22446968989200042,-0.15758893040438227,0.7928798377394641,0.04488472630691354,0.12101391692895971,False,2026-08-07T16:41:37.127303+00:00
355568,1541,-30.355347,39,0.37,-124.3336496,-0.003385765194252599,23.361343279480934,5.082910014688968,0.0003,2036.712317949786,807.3953230937068,0.14595509553020913,-0.22095637752788558,0.7997664204223822,0.14616466887720872,-0.22152801091891397,0.8096509616310158,0.009903274237679506,0.040884108540268804,True,2026-08-07T16:41:39.586172+00:00
360576,1558,-305.831984,600,0.36,-124.50005792999998,-0.003881154954433441,20.948142278194428,5.066531305015087,0.0003,2027.7857731324598,808.4798807259947,0.15011470986100794,-0.16305517907485545,0.8012996595835129,0.26037112789036937,-0.10698293677892368,0.7929020036143835,0.1239802189808311,0.18299886598224524,False,2026-08-07T16:41:42.055852+00:00
365584,1575,-2.226434,22,0.37,-133.00239345000003,-0.003881154954433441,20.948142278194428,5.066531305015087,0.0003,4529.767276240425,360.8167705596826,0.15710345751440338,-0.16430815050457778,0.8135019475812262,0.2603711254840094,-0.1069829373962443,0.7929020036143835,0.11989474132435378,0.18299886414622482,False,2026-08-07T16:41:43.161439+00:00
370592,1595,-18.783841,38,0.34,-132.13715773,-0.002088133453798946,16.083326311409472,5.053517976403237,0.0003,1862.0879381099303,875.0435286390896,0.18037052072922305,-0.05799182194363742,0.7996180773424147,0.1870524364935374,-0.08880044763557952,0.8031588606383614,0.03172312345366456,0.17332374635350697,False,2026-08-07T16:41:45.850890+00:00
375600,1626,11.94468,45,0.37,-116.32440106999998,-0.002088133453798946,16.083326311409472,5.053517976403237,0.0003,4284.695853355198,379.11675778059913,0.17371907282194937,0.08494480100505,0.8069429961339457,0.18684998354754126,-0.08689669577422676,0.8028927318138441,0.17239003878672438,0.17517327293392632,False,2026-08-07T16:41:47.019703+00:00
380608,1652,30.20724,35,0.42,-102.74570815000001,-0.003991888416203437,31.579033654928207,5.047275310754776,0.0003,1879.866901062253,861.4397110162071,0.07418023282224415,-0.036900204019438776,0.7955962176112779,0.14612277879378158,0.03212687572644311,0.8028904597133811,0.09996836313031843,0.29245630236002623,False,2026-08-07T16:41:49.683725+00:00
385616,1677,-7.682427,12,0.42,-89.77005943,-0.001184477552305907,26.05846722126007,5.040778596699238,0.0003,2053.8581627494714,786.0250670079605,0.08018279543615493,-0.03493696509074263,0.8017907964372392,0.14612277710285854,0.032126877544246354,0.8028904597133811,0.09405769203258535,0.29245630425601715,False,2026-08-07T16:41:52.122056+00:00
390624,1713,-23.9525,17,0.42,-78.52992723,-0.001184477552305907,26.05846722126007,5.040778596699238,0.0003,4869.927701826547,330.4722571951894,0.0770163235099495,-0.16979710171502033,0.8044469683198723,0.1760897116380456,0.037846537080506136,0.802900474555865,0.23007348523980234,0.2982808047317909,False,2026-08-07T16:41:53.150413+00:00
395632,1731,30.604303,30,0.45,-77.97415183999999,-0.00146967954133288,31.504493844509124,5.0433692410588264,0.0003,2100.5771823624546,763.774839349448,0.14573616700209605,0.030889352262549928,0.8012948712869846,0.18285626670725208,0.05181320529794219,0.8029004745558651,0.042641381190393665,0.3126497783878468,False,2026-08-07T16:41:55.534520+00:00
400640,1760,-279.702547,600,0.43,-86.19144492000001,-0.00146967954133288,31.504493844509124,5.0433692410588264,0.0003,247.32132039280867,6466.7291823438945,0.1529840031547268,-0.23662228023204257,0.8003531416407857,0.15217248778821177,-0.23502240275690833,0.810953849512063,0.010751426533148539,0.026175376052003433,False,2026-08-07T16:42:15.783488+00:00
405648,1779,-10.773731,15,0.41,-91.14422215999998,-0.0033205055340658875,24.24522291123867,5.032871909439564,0.0003,1918.4859123534984,831.0470198053903,0.1613149573291599,-0.026421075126356417,0.7994567807624593,0.25903176819486085,-0.07040941045410781,0.7929006843023123,0.10736168390754973,0.21389689749072943,False,2026-08-07T16:42:18.393878+00:00
