global_step,episode_num,episode_reward,episode_length,success_rate,avg_reward_100,policy_loss,value_loss,entropy,learning_rate,fps,eta_seconds,ee_x,ee_y,ee_z,cube_x,cube_y,cube_z,ee_to_cube_dist,cube_to_goal_dist,is_grasped,timestamp
55088,635,24.037715,20,0.84,-1.8066388499999995,0.0016940985777182504,2.3953287802956766,2.408801367692649,0.0003,3934.5734420511785,494.3133045156923,0.17793826909641455,0.10246575231441052,0.8068580222707576,0.18469329449394456,0.12779222698651713,0.8294845122769612,0.03462684994969888,0.38857762429677695,False,2026-08-07T16:22:59.681869+00:00
60096,727,35.604249,23,0.89,8.02716298,-0.0016352987633581507,4.141092529986054,2.435997633449733,0.0003,641.1053707652896,3025.8738866659783,0.14276089506228282,-0.02222642148693991,0.8010591201534644,0.1657186411832548,-0.07904340942869513,0.8028849748069624,0.06130711191162297,0.18104692907689343,False,2026-08-07T16:23:07.493361+00:00
65104,790,35.816894,23,0.91,14.270374830000002,-0.0016352987633581507,4.141092529986054,2.435997633449733,0.0003,4425.6418805613985,437.20121334231317,0.1429437718079815,-0.017745330627458412,0.8009152721151422,0.16571864163867203,-0.07904340698923472,0.8028849748069624,0.06542192744144137,0.18104693152952164,False,2026-08-07T16:23:08.625045+00:00
70112,822,-251.48727,600,0.86,3.6910929599999998,-0.0014572916383258417,4.566196860047057,2.471821045130491,0.0003,642.5989243045318,3003.254327088499,0.17833469784392578,0.1036985096841976,0.8068107692345879,0.18727822002199343,0.1269047261909347,0.8304137959491655,0.034287285450968694,0.38786514207447215,False,2026-08-07T16:23:16.418316+00:00
75120,874,-295.883361,600,0.8,-12.272317280000005,-0.0028507187624200016,3.9066791870631277,2.473418072424829,0.0003,646.247783659468,2978.547932652239,0.17855029275797824,0.10396757172466219,0.806735533474794,0.18791078311429252,0.12637427023260575,0.8304924548131634,0.033971609164330195,0.38738106369804876,False,2026-08-07T16:23:24.167667+00:00
80128,936,24.326771,21,0.84,-6.145825710000001,-0.0028507187624200016,3.9066791870631277,2.473418072424829,0.0003,4294.411464698856,447.06288994006076,0.1767136884482074,0.09878181176102269,0.8069259718196645,0.17633891472391108,0.12745248874979787,0.8326830084760408,0.03854313313233653,0.3877968426544593,False,2026-08-07T16:23:25.333836+00:00
85136,1005,35.681071,23,0.85,12.72254582,-0.0007158929118304513,3.3640477782348173,2.444339077360928,0.0003,640.6998177801881,2988.706952710502,0.1777316050230521,0.1018532735533724,0.8068498904440092,0.18489901643639164,0.1275978379730026,0.8291838317252503,0.034827565471598564,0.38839676237173465,False,2026-08-07T16:23:33.150291+00:00
90144,1076,35.807353,23,0.83,5.640472040000001,-0.0023356960948149206,5.410312522307504,2.4440091947093605,0.0003,628.2483264068242,3039.96989681317,0.16734724021671507,-0.2122020465187411,0.8009607979331419,0.13483560828886101,-0.18553266311452324,0.8260822375481642,0.048983149654801134,0.07860426752414101,False,2026-08-07T16:23:41.121643+00:00
95152,1125,35.49647,23,0.85,5.3826932,-0.0023356960948149206,5.410312522307504,2.4440091947093605,0.0003,4656.545139951907,409.0689433367489,0.17820517964186555,0.10340158394825974,0.8069470047237283,0.17989040154006097,0.12831767198102229,0.8311922603275806,0.03480637635547064,0.38882675119670673,False,2026-08-07T16:23:42.197132+00:00
100160,1180,35.605777,23,0.83,-3.6952852499999995,-0.004063056188169867,5.89407299796585,2.43533350341022,0.0003,632.5133102702423,3003.6363965025344,0.17801274862966837,0.1027091671176112,0.8068505910911442,0.18493686302935466,0.12781982998424588,0.8296513874516805,0.0346174098467285,0.38862072470051595,False,2026-08-07T16:23:50.114742+00:00
105168,1217,-353.716051,600,0.83,-8.89962134,-0.004063056188169867,5.89407299796585,2.43533350341022,0.0003,4028.295280956539,470.38061210598806,0.16263991064021932,-0.22622370515974727,0.8019725153335062,0.14369859491144618,-0.16421694980562862,0.8019859739305712,0.06483526303036355,0.09716032375614336,False,2026-08-07T16:23:51.357974+00:00
110176,1269,13.648623,19,0.85,-7.435424719999998,-0.00010899593726207968,1.3538234386360273,2.4242822118103504,0.0003,658.0978308696134,2871.64599449109,0.1366169173976406,-0.008803099811662291,0.8368289561913362,0.15613124732176425,0.0992810903627561,0.8028926992379799,0.11495508154949748,0.35930191919823684,False,2026-08-07T16:23:58.967814+00:00
115184,1331,35.767993,22,0.89,3.214253129999999,-0.0024960283932159654,1.824808639951516,2.4132867973297834,0.0003,630.9103158682378,2987.4547183559343,0.17819285508658675,0.10313683719155546,0.806768273596377,0.14482494392309447,0.12161709687249884,0.8028926992379819,0.03834002568983574,0.3819186967828773,False,2026-08-07T16:24:06.905498+00:00
120192,1389,35.81783,23,0.89,9.88753679,-0.0024960283932159654,1.824808639951516,2.4132867973297834,0.0003,4017.1591531426293,467.9446166650937,0.1432240332856727,-0.2315443107585967,0.8006494586266022,0.14396111076388604,-0.16412125292908544,0.8028801541296052,0.06746397566640751,0.09721100816171356,False,2026-08-07T16:24:08.152180+00:00
125200,1442,35.827618,22,0.85,4.3421981800000005,-0.004309724650738644,3.8567772089736536,2.390784301236272,0.0003,640.6506716133283,2926.3998042470735,0.14546167193271026,-0.2935595999079064,0.8048405550804755,0.1550868163173473,-0.36278780915294345,0.8028692924958217,0.06992191527609493,0.1029051654892086,False,2026-08-07T16:24:15.969227+00:00
130208,1502,23.928835,20,0.88,1.3178938100000004,-0.004309724650738644,3.8567772089736536,2.390784301236272,0.0003,4544.662249168203,411.42595367614456,0.14374095660700875,0.016243043166854588,0.8008725591388245,0.15139923436995503,-0.04816385095541055,0.8028860953719108,0.06489184507265193,0.21201067711665958,False,2026-08-07T16:24:17.071164+00:00
135216,1559,35.582865,23,0.87,2.2526251700000017,-0.004346147485921392,1.3327272766502574,2.3774630568921564,0.0003,610.2203139400262,3055.919243264122,0.14466474760071238,0.015941189290340035,0.8004304612703614,0.15139923246292009,-0.048163852546972905,0.8028860953719108,0.06450457204077584,0.21201067560377124,False,2026-08-07T16:24:25.278047+00:00
140224,1626,35.686599,23,0.83,-0.1437662499999982,-0.0019726484068087304,5.103718343784567,2.367293266765773,0.0003,683.6120858022718,2720.513634303888,0.17832610993258718,0.10360681684083266,0.8068122694665859,0.18462358934788217,0.12794895725764627,0.8299440490847838,0.03416543978002933,0.38872961630118713,False,2026-08-07T16:24:32.603823+00:00
145232,1650,13.279915,20,0.84,-1.8410115900000008,-0.0019726484068087304,5.103718343784567,2.367293266765773,0.0003,4777.37237762874,388.24019845834556,0.177827874954761,0.1021217071300611,0.8068649613321344,0.184692216857073,0.12756359787022942,0.8292727268168661,0.03459070609578872,0.3883493890396039,False,2026-08-07T16:24:33.652100+00:00
150240,1711,35.759792,23,0.83,-15.182109000000002,-0.0007554778952908236,0.7414527291897685,2.3535528164356947,0.0003,635.4619240309096,2910.890377611398,0.17704986110800286,0.10042434016317987,0.806609688908059,0.1882052790157088,0.1281867463118179,0.8184805290698477,0.03218868419187459,0.38921008180224426,False,2026-08-07T16:24:41.532983+00:00
155248,1744,23.332771,23,0.85,-5.146274090000002,-0.0007554778952908236,0.7414527291897685,2.3535528164356947,0.0003,4086.5768405046133,451.4174263690607,0.17756845639145188,0.10193197508901958,0.8068209520296205,0.18760375085680697,0.12587756646117437,0.8295641214642968,0.034515941782066406,0.38686362372205885,False,2026-08-07T16:24:42.758473+00:00
160256,1775,35.898763,22,0.79,-19.59637038,-0.0026600774268445092,0.49114412579801864,2.321769066900015,0.0003,661.2389679885922,2782.267968260061,0.08513354049646073,-0.26810540842656866,0.7899612442272578,0.17610669200499543,-0.0028284022748782953,0.80288122970642,0.2807399692116898,0.25767548622993924,False,2026-08-07T16:24:50.332127+00:00
165264,1815,-270.309937,600,0.74,-23.27629157,-0.0020046057405124886,2.8785483318351908,2.3115984447300435,0.0003,651.8674433104657,2814.5844969376208,0.16167388471323688,0.05827988420568638,0.8038429318453604,0.17746764789988193,-0.0032034665196007312,0.8028812304247838,0.06348677217835876,0.25738993440052016,False,2026-08-07T16:24:58.014687+00:00
170272,1835,13.215463,21,0.71,-27.893882280000003,-0.0020046057405124886,2.8785483318351908,2.3115984447300435,0.0003,4185.705250874402,437.1373258109291,0.16218628044280448,-0.22556171210520642,0.801765645503451,0.14411691337998025,-0.1641830523893872,0.8020181092785978,0.06398363566193442,0.09712445567411931,False,2026-08-07T16:24:59.211141+00:00
175280,1897,35.636452,23,0.78,-19.24341391,0.003306167924893089,2.2724529092316517,2.31968827303499,0.0003,638.6772586883363,2857.029861604063,0.17790793902436786,0.10234543839814063,0.8068706677265266,0.1446238854011646,0.12163049050779474,0.8029078952215009,0.038670984295605046,0.3819401212040659,False,2026-08-07T16:25:07.052340+00:00
180288,1904,35.526719,23,0.77,-23.623873089999996,0.0001614124048501253,2.1624469125817996,2.37701613381505,0.0003,645.3098118817198,2819.904434265039,0.17847926616199983,0.10372945351932193,0.8067521020651149,0.1445005853432406,0.12163040808740883,0.8029078952215007,0.03859757571257965,0.38194502252505447,False,2026-08-07T16:25:14.812942+00:00
185296,1947,36.00714,23,0.75,-29.2725243,0.0001614124048501253,2.1624469125817996,2.37701613381505,0.0003,4108.056148645979,441.7427450688883,0.17697859572211627,0.09975351021960337,0.8066259486195858,0.18834729341425996,0.1283846725328715,0.8034949327158306,0.03096439896419155,0.3894177999300751,False,2026-08-07T16:25:16.032026+00:00
190304,2007,35.712206,23,0.85,-2.1689827100000003,0.0022930137762159574,2.1272593875823076,2.409772128984332,0.0003,651.191050158646,2779.0553932814555,0.17675100647895672,0.09939514643808138,0.8067383731776253,0.18828083385048472,0.128325688858531,0.8034570881502392,0.03131581126826541,0.38935413981455413,False,2026-08-07T16:25:23.722536+00:00
195312,2064,36.021409,23,0.89,6.095784370000001,0.0022930137762159574,2.1272593875823076,2.409772128984332,0.0003,4692.368774870528,384.60063276885035,0.16633761814546882,0.07419082167226645,0.8057666020560489,0.17541974745514946,0.027505853396079534,0.8028912639528348,0.0476470240933695,0.28791905867550444,False,2026-08-07T16:25:24.789814+00:00
200320,2111,35.708809,23,0.87,0.2788945600000022,-0.0032007999030611244,2.628672622470185,2.435353028587997,0.0003,248.2630445723071,7249.085352596003,0.17789538515906952,0.10229039412241255,0.8068517998153668,0.17541974558137868,0.027505855028828206,0.8028912639528348,0.07493024705068625,0.2879190602055585,False,2026-08-07T16:25:44.961961+00:00
205328,2165,35.651839,23,0.86,-0.8090029700000005,-0.0003916927311365725,0.7213780326710548,2.4233219232410192,0.0003,645.9105911618465,2778.5145878654703,0.14357456918351258,-0.23163716307380058,0.8005118546729633,0.1445948382652048,-0.16173296422793487,0.8029005873715286,0.06995244105237919,0.09946722740432412,False,2026-08-07T16:25:52.715353+00:00
210336,2204,35.679631,23,0.85,0.34881934000000037,-0.0003916927311365725,0.7213780326710548,2.4233219232410192,0.0003,4512.535035021702,396.59836125602357,0.17749740141387266,0.1010608640316817,0.8069262001800402,0.13806584559408094,0.11305767190178831,0.8029133476473383,0.04141103692122203,0.37370193161701076,False,2026-08-07T16:25:53.825152+00:00
215344,2263,35.512106,23,0.83,-1.1608067200000014,-0.0037615166103933005,2.5227264899003785,2.4158634152263403,0.0003,617.7814618984008,2888.8144272181175,0.17837371519752634,0.10378390180365006,0.806920078975036,0.13835267871982646,0.11473256375439528,0.802881511900565,0.041687727010189496,0.3753572975933051,False,2026-08-07T16:26:01.931577+00:00
220352,2287,35.736556,22,0.8,-9.48563373,-0.0037615166103933005,2.5227264899003785,2.4158634152263403,0.0003,4473.9557130007515,397.77952983051824,0.17753431596464006,0.10102026922332163,0.8071810663687817,0.18808429652117126,0.12853163403922951,0.800838317048444,0.030139803461831084,0.3895453226009559,False,2026-08-07T16:26:03.050962+00:00
225360,2327,-21.659907,18,0.78,-16.54910599,-0.00428285414527636,6.494256478408351,2.425203783996403,0.0003,647.2014477541588,2742.0210603022347,0.17845798541710484,0.10412178817869101,0.8068262784794816,0.18784146810262284,0.1264314284826795,0.8304998176509972,0.03385566798496297,0.38743308617782457,False,2026-08-07T16:26:10.788901+00:00
230368,2376,35.584207,23,0.8,-14.934395299999998,2.3075771969160998e-05,3.9392906040651723,2.412600690871477,0.0003,631.4907597190232,2802.308620932765,0.17070212915666758,-0.1483001630029768,0.8345482186349874,0.17251239042777547,-0.14860857910274236,0.8441975245992087,0.009822488073366378,0.11209196475986624,True,2026-08-07T16:26:18.719323+00:00
235376,2416,-280.433352,600,0.8,-15.11289697,2.3075771969160998e-05,3.9392906040651723,2.412600690871477,0.0003,4087.453174843328,431.717239199355,0.1770705313477294,0.1004370477602014,0.8066602779600506,0.18843035846768671,0.128468749960736,0.803574532684029,0.030403023276695095,0.38950770849709504,False,2026-08-07T16:26:19.944529+00:00
240384,2442,-158.468679,600,0.79,-11.44585323,-0.0019828805350698532,3.4112215141416526,2.380060512199998,0.0003,674.4294142525036,2609.043975269452,0.17833670931457304,0.10360080770336404,0.8067779612644448,0.18784544443057757,0.12651990781344752,0.8302762875346578,0.03417415003864394,0.3875216225085413,False,2026-08-07T16:26:27.370074+00:00
245392,2496,-21.09877,13,0.76,-22.278698150000004,-0.0019828805350698532,3.4112215141416526,2.380060512199998,0.0003,4551.304193100286,385.517628696399,0.14106180184435216,-0.23147384209844857,0.8005910551594785,0.14448440134111568,-0.16265290429837223,0.8028554010515906,0.06894318624285034,0.09857581266865341,False,2026-08-07T16:26:28.470416+00:00
250400,2545,13.17909,21,0.8,-17.013519719999998,-0.009935035287344362,3.297895250655711,2.356431509926915,0.0003,750.4844522360053,2331.2941324596586,0.17807484180000627,0.10287534711383052,0.8069573785227446,0.18771924722223127,0.1262275111635744,0.8299569926296636,0.03416607046210581,0.3872209279547997,False,2026-08-07T16:26:35.143450+00:00
255408,2566,35.780168,22,0.79,-19.53298647,-0.007347988534456817,2.9615567789762283,2.329320349171758,0.0003,776.5333894865478,2246.6413210558053,0.17814353133152233,0.10315275194875065,0.8068396424802221,0.1878810761117607,0.1261913420259194,0.8300188615980405,0.034100918022874446,0.3871964708787135,False,2026-08-07T16:26:41.592617+00:00
260416,2646,35.56751,23,0.76,-12.75521662,-0.007347988534456817,2.9615567789762283,2.329320349171758,0.0003,4502.282412674678,386.3782500855078,0.14550780765585436,-0.2971428363569525,0.805163166761309,0.1581879127836789,-0.35937165460975545,0.8028846678357704,0.06354842598008818,0.09938817535280586,False,2026-08-07T16:26:42.704940+00:00
265424,2691,35.907076,22,0.85,5.1819562999999995,-0.0035300249852298292,4.936506519536488,2.303501798957586,0.0003,636.6960485064582,2724.339194610858,0.14502747562887602,0.03987679707440289,0.8020995572686547,0.1354695314974033,-0.023521689071766935,0.8029056520909181,0.06411998230278079,0.23774720907810246,False,2026-08-07T16:26:50.570549+00:00
270432,2725,35.401029,23,0.78,-12.283507399999996,0.002356129524196149,2.547239082423039,2.3331310680136084,0.0003,644.750658016285,2682.5377818479324,0.14488474954376693,0.039506283454631946,0.8022379372865437,0.13546953132133838,-0.023521691548624317,0.8029056520909181,0.06373082307837416,0.23774720663263066,False,2026-08-07T16:26:58.337893+00:00
275440,2766,-150.476369,600,0.77,-12.00538634,0.002356129524196149,2.547239082423039,2.3331310680136084,0.0003,4883.656266216797,353.1288661591161,0.14374532503728454,-0.014186513427376417,0.799776340505528,0.1417485855934885,-0.07331314795179691,0.8028781800958125,0.0592416009864239,0.18757690384347933,False,2026-08-07T16:26:59.363359+00:00
280448,2815,35.605563,23,0.81,-12.221257129999994,-0.0008322608104208484,5.976565317250788,2.3324266841635106,0.0003,646.113345381564,2661.378243138615,0.14310701520965963,-0.010169718911807497,0.8002330892428959,0.14174858459418216,-0.07331315022699147,0.8028781800958125,0.06321340647056291,0.18757690167631402,False,2026-08-07T16:27:07.114315+00:00
285456,2894,13.472625,21,0.86,-5.885103699999998,-0.0008322608104208484,5.976565317250788,2.3324266841635106,0.0003,4022.866276223709,426.1996005518368,0.08478310695528851,-0.2687201743785482,0.7910248791364677,0.1357272606583696,0.06582645059085349,0.8028816931504583,0.3386108904236587,0.3267293096429835,False,2026-08-07T16:27:08.359197+00:00
290464,2942,35.633333,23,0.88,9.826922990000002,0.0006407630909961882,3.2950546397361906,2.3407327139750125,0.0003,649.6418054479224,2631.5055245271506,0.17845029030184412,0.1040795925518901,0.8068189423931873,0.1385807508914663,0.10900850881606033,0.8028816931493362,0.0403655338121903,0.36962963059125264,False,2026-08-07T16:27:16.068075+00:00
295472,2992,35.688061,23,0.83,-4.771658260000001,-0.007145309235056629,2.863118529645726,2.3660549402236937,0.0003,653.267624432502,2609.233851870028,0.17214974264279673,-0.15743749784289957,0.8339468326241067,0.17351573817160887,-0.1579954311441728,0.8455141834580984,0.011661082225507685,0.10289609927391163,True,2026-08-07T16:27:23.734149+00:00
300480,3022,35.684954,23,0.83,-4.3662188199999985,-0.007145309235056629,2.863118529645726,2.3660549402236937,0.0003,4256.020547155547,399.3213804232808,0.17771905196786825,0.10182030934392648,0.8068486499920196,0.18773741224675133,0.1260895795275245,0.8293171795439456,0.0345571966187617,0.38708465154005645,False,2026-08-07T16:27:24.910832+00:00
305488,3069,-252.041668,600,0.8,-15.615643500000003,-0.0011962063534156186,1.0270064215757884,2.3534249445423483,0.0003,664.8016343079851,2548.8986677415073,0.16682583798861855,-0.208895406947842,0.8006213860046252,0.15182251392341942,-0.19904847328026806,0.8176048834318319,0.024708318852542807,0.061497641320613805,False,2026-08-07T16:27:32.443908+00:00
310496,3090,-276.048212,600,0.79,-20.71189339,-0.0011962063534156186,1.0270064215757884,2.3534249445423483,0.0003,5283.916607740074,319.7446374390453,0.14444409578217182,0.023621726399996996,0.8011963341594629,0.1741039407890205,-0.027939136271159785,0.8029022552822552,0.059507471229261324,0.232489065593106,False,2026-08-07T16:27:33.391688+00:00
315504,3128,23.635048,22,0.71,-41.876704260000004,-0.0025304344035248505,3.0677235551411286,2.348267252743244,0.0003,645.157116532316,2610.9856914453235,0.14441494835802135,0.027066806777845724,0.8014548887572767,0.17410394244760516,-0.027939134423168803,0.8029022552822552,0.06252347405029922,0.2324890675383113,False,2026-08-07T16:27:41.154145+00:00
320512,3167,35.690023,23,0.75,-28.769078299999997,-0.0005058213078882545,3.2365498511120676,2.363311596028507,0.0003,643.4098275732098,2610.292737266126,0.1740539083153385,0.0863228238806297,0.8089748096791867,0.18445294259970194,0.09619056419605017,0.7991363329643757,0.01738700195685898,0.35702894059737633,False,2026-08-07T16:27:48.937670+00:00
325520,3225,23.945614,20,0.86,-1.37533519,-0.0005058213078882545,3.2365498511120676,2.363311596028507,0.0003,4700.178548420842,356.25880650057195,0.17792821188698513,0.10243541928787517,0.8068581912583845,0.18754595159358545,0.12612888884649787,0.8296194719454345,0.034233862114928994,0.38711018877191444,False,2026-08-07T16:27:50.003171+00:00
330528,3267,35.714054,22,0.83,-10.63435737,-0.0027179517779586603,4.419999546883628,2.349188352748752,0.0003,677.678380239233,2463.5166897469057,0.14550735213182342,-0.2971043351734501,0.8051596593786782,0.14155723251723124,-0.34537304472896513,0.802889549547703,0.04848324623794229,0.0873423862664477,False,2026-08-07T16:27:57.393100+00:00
335536,3296,35.557739,23,0.77,-21.330788390000002,-0.0027179517779586603,4.419999546883628,2.349188352748752,0.0003,4296.101356953728,387.4359242725677,0.17779661621243611,0.1017243807411905,0.8068126021922966,0.14470123871957044,0.12162656564606586,0.8028944122498672,0.03881691883455052,0.3819330932290715,False,2026-08-07T16:27:58.558818+00:00
340544,3324,35.794667,22,0.72,-31.712876220000002,0.0033709569041093347,2.347683298154152,2.3440949004143476,0.0003,650.9611903612963,2549.239531590154,0.14460067351775063,-0.22802921876744808,0.7999552926417631,0.1435239030504848,-0.16267023500526082,0.8028962397156001,0.06543397712775943,0.09871446157793184,False,2026-08-07T16:28:06.252052+00:00
345552,3361,22.860536,19,0.72,-34.80864021,0.0018383028145763092,1.7484744177607354,2.3451097385957835,0.0003,653.0409052740864,2533.452325326566,0.1782123060078824,0.10333474721908054,0.8068534521751342,0.13725440984519904,0.11630181757599962,0.8028884506035173,0.04314412369231024,0.3769886202294322,False,2026-08-07T16:28:13.920791+00:00
350560,3397,-301.597695,600,0.76,-25.810658109999995,0.0018383028145763092,1.7484744177607354,2.3451097385957835,0.0003,4231.298288248998,389.8188895310838,0.16388187811797617,-0.13584295370759922,0.835832748969219,0.16678734186094338,-0.13691793536924504,0.8472264796252184,0.01180738766180019,0.12326906604378349,True,2026-08-07T16:28:15.104350+00:00
355568,3439,35.667509,23,0.79,-18.13789499,-0.0016335641957994085,8.34865740670357,2.355522144958377,0.0003,644.1812311371416,2552.7474575705423,0.17836265541042812,0.10336042359868042,0.8067574493134144,0.17373561074691893,0.037625204197541305,0.8028963051777105,0.06601088581492211,0.2979419896157959,False,2026-08-07T16:28:22.878559+00:00
360576,3467,23.023118,26,0.78,-22.588411029999996,-7.665222328796517e-05,4.344367026793771,2.3743494786322117,0.0003,647.5300087555735,2531.8116192802454,0.17791970603292667,0.10218338009973285,0.8068440248452549,0.1737356132295385,0.03762520411293383,0.8028963051777105,0.06481395844957624,0.2979419896457312,False,2026-08-07T16:28:30.612569+00:00
365584,3493,35.911641,23,0.75,-29.18775855,-7.665222328796517e-05,4.344367026793771,2.3743494786322117,0.0003,4312.860292361819,378.9633535996032,0.1777488906376668,0.1023473466889559,0.8068440875952978,0.14461898091622707,0.12163532886967926,0.8028946157943643,0.038538493772603745,0.38194515311694116,False,2026-08-07T16:28:31.773758+00:00
370592,3562,-280.406557,600,0.75,-19.81037007,-5.514677468454465e-05,3.2619790070224552,2.377080225944519,0.0003,639.9401170502841,2546.1882394723616,0.14555586313767335,-0.27762214443190175,0.8366983688172692,0.14119461341544018,-0.2808185873762366,0.8482864589465529,0.012787555649164065,0.028054520935791086,True,2026-08-07T16:28:39.599475+00:00
375600,3578,-198.293583,600,0.78,-9.04788617,-5.514677468454465e-05,3.2619790070224552,2.377080225944519,0.0003,5074.060838752208,320.1380613322456,0.1443360377586901,-0.24840668637932928,0.8015340934332248,0.1152993968980866,-0.3477023475708424,0.8379186543962572,0.10966581564188568,0.09843701380635048,False,2026-08-07T16:28:40.586463+00:00
380608,3635,35.60737,23,0.79,-12.196440560000001,0.001372352582984604,2.143150368379429,2.3657685054466127,0.0003,642.8266925791775,2519.173548165221,0.1462904819332197,-0.28437708750586493,0.8211912527189882,0.14413870842027457,-0.28638612216670556,0.8336380308492057,0.012790177299096877,0.030786490764187123,True,2026-08-07T16:28:48.377052+00:00
385616,3668,35.735457,24,0.79,-13.19211847,0.001367994437168818,2.595138346927706,2.373047876358032,0.0003,643.3573484104766,2509.3115109178584,0.16447453526253175,0.06980741098767376,0.8054415707611765,0.1778504422727134,0.10693960974749604,0.8035794220655205,0.03951180419632477,0.36737353673199735,False,2026-08-07T16:28:56.161221+00:00
390624,3734,22.580835,24,0.84,-1.0249153600000007,0.001367994437168818,2.595138346927706,2.373047876358032,0.0003,4339.397401659439,370.8754582801185,0.17756958259633226,0.10234308532223793,0.8067061852381737,0.18772436758110148,0.12589946792754408,0.8296179894797955,0.034394383162674416,0.38689409391270585,False,2026-08-07T16:28:57.315302+00:00
395632,3797,35.839613,22,0.8,1.3912693100000002,-0.0025382803802131092,6.439928862813394,2.367731371894479,0.0003,654.041273610168,2453.0072714589273,0.16640124197493156,-0.2063132744643616,0.7990481919745674,0.1531780728641211,-0.19736324377097103,0.8145971736271863,0.022287352493717216,0.06300715769451945,True,2026-08-07T16:29:04.972308+00:00
400640,3817,24.051498,20,0.75,-13.829376059999998,-0.0025382803802131092,6.439928862813394,2.367731371894479,0.0003,242.79733010575663,6587.22235250016,0.14311012191060057,-0.009049872017077397,0.8004251579635172,0.16024464773573047,-0.06707882418560333,0.8028815461289763,0.06055563646638124,0.19292133093601638,False,2026-08-07T16:29:25.598573+00:00
405648,3833,-139.283651,600,0.73,-18.676641710000002,-0.002661093353526667,3.4133933989447542,2.3491366527974606,0.0003,640.3988254996061,2489.6235541284273,0.1669326738057308,-0.21538168917860678,0.8010874703647097,0.13404493104879747,-0.17361916370088404,0.8249559007670795,0.05827018215001931,0.09019597820300165,False,2026-08-07T16:29:33.418696+00:00
